text,true_label,lr_pred,lr_prob,xgb_pred,xgb_prob,bert_pred,bert_prob,all_agree
 watch as msnbc reporter completely humiliates sean spicer over trumps wiretapping bs,1,1,0.9746001473599506,1,0.9958295,1,0.9998574,True
unhinged leftist apologizes to refugees who gang raped her,1,1,0.5796141082189495,0,0.15598328,1,0.89831835,False
report on russian hacking relied on human sources technical collection us spy chief,0,0,0.1531263141082785,0,0.16548572,0,0.15231018,True
breaking report two al qaeda terrorists able to enter us as refugees i wouldnt be surprised if there were many more,1,1,0.9286417748093324,1,0.99913436,1,0.99972326,True
 ae cancels kkk documentary after its revealed producers paid racists to be in it,1,1,0.8263929381538778,1,0.96338373,1,0.99981934,True
hysterical saturday night live the bernie and hillary brooklyn debate video,1,1,0.9941189306553311,1,0.9992674,1,0.9991573,True
heres the list of people we elected who just made our nation less safe while adding  trillion to the taxpayers tab,1,1,0.9706781401256274,1,0.999808,1,0.9998604,True
democratic leader urges us house to move on obamacare fixes,0,0,0.025836779703165204,0,0.007532611,0,0.0035605645,True
usled forces acknowledge killing  more civilians in iraq syria,0,0,0.09541212762212192,0,0.032797363,0,0.002076358,True
kenya police raid islamic school arresting teachers and holding  children,0,0,0.3000990241337156,0,0.070182726,0,0.0008069867,True
 clinton trolls trump with awesome new website,1,1,0.7450427156704322,0,0.22006734,0,0.11485348,False
watch this did google manipulate search for hillary clinton for favorable results video,1,1,0.996526283265036,1,0.99934894,1,0.9996983,True
obama to democrats i want us to run scared in election,0,0,0.48687027716215037,0,0.13926691,1,0.7411349,False
obama paints trump as no friend of the working class,0,1,0.7478679324170118,0,0.16371271,0,0.026699528,False
house speaker ryan warns of rhetoric not of trump ,0,0,0.03483390024270157,0,0.060858335,0,0.0007577344,True
britain to detail brexit bill when eu agrees to move talks forward,0,0,0.018167756041659072,0,0.0063527497,0,0.00018740301,True
 one woman is trying and failing to combine feminism and antiabortion activism,1,1,0.5725022112073089,0,0.40692294,1,0.99251974,False
 trump accuses american soldiers of stealing millions of dollars of aid money in iraq video,1,1,0.9637385743647298,1,0.9918407,1,0.5462377,True
college prof develops  cracka commandments to help white privileged people with imminent black spring,1,1,0.9258687652946989,1,0.9878199,1,0.99846256,True
congress must raise debt ceiling by midoctober cbo,0,0,0.12112645956171661,0,0.03273172,0,0.001369135,True
china urges north korea not to go further in a dangerous direction,0,0,0.02662061428873105,0,0.0071671135,0,0.0019247081,True
trump pushes melania back onto campaign stage interview,0,0,0.446044656784111,0,0.12115356,0,0.0007615595,True
sociopathic liar hillary hid serious health issues from public in  and again in ,1,1,0.8553198320612756,1,0.94647235,1,0.9995932,True
 airlines push back on trumps racist agenda in a major way details,1,1,0.9586233183740306,1,0.95502716,1,0.8358337,True
blocked protesters block ice van removing illegal felon for possible deportation video,1,1,0.91875360310286,1,0.989571,0,0.4855737,False
global climate change liars ignore truth about earth day founder murdered girlfriendturned her into compost,1,1,0.7789105591610801,1,0.9742547,1,0.9998541,True
factbox first  days of trump on twitter,0,0,0.098176081921706,0,0.03130707,0,0.0003235191,True
 bristol palin points out shes not a graduate of harvard  gets roasting of a lifetime images,1,1,0.9039326639138981,1,0.999516,1,0.99722147,True
 senate has had enough of trumps obstruction handcuffs his ability to appoint an ag to fire mueller,1,1,0.6434445750680883,1,0.9936166,1,0.82368815,True
wow jill steins fireside chat exposes her delusion on recount video,1,1,0.9679453891869924,1,0.9920859,1,0.99205786,True
 oregon militia terrorist ill die before i let the feds arrest me video,1,1,0.9883242553267275,1,0.9987519,1,0.9997855,True
 fox airs footage of riots while covering president obamas black lives matter meeting video,1,1,0.9882489937190342,1,0.9989422,1,0.81887734,True
 trumps voter fraud expert just disproved his own voter fraud argument in the most ironic way possible,1,1,0.8539313319664271,1,0.99908245,1,0.9998016,True
shocking taxpayer tab for obamas golf trips and fundraisers in february and march ,1,1,0.7509692254944343,1,0.98592204,1,0.99865305,True
japans abe says un resolution must force change in north korea,0,0,0.01845064714672847,0,0.0018020648,0,0.00056979374,True
liberal smackdown sean spicer zings reporter over trumps comey tweet video,1,1,0.9945759890754582,1,0.9997764,1,0.825163,True
former baywatch babe bonds with first lady melania trump over unlikely cause,1,1,0.6225567097833067,1,0.62525874,0,0.026856678,False
argentina midterm vote leaves peronism divided leaderless,0,0,0.15144865548385983,0,0.04073021,0,0.00033182293,True
trump opposes plan for us to cede internet oversight,0,0,0.31351803291228686,0,0.061765056,0,0.00362044,True
china says no excuses for foreign officials meeting dalai lama,0,0,0.012353249550586223,0,0.005363067,0,0.00085097464,True
 watch russian politician gloats on live tv that putin stole our election,1,1,0.7499424386100351,1,0.8872467,1,0.9994155,True
hippie throwback video and photos emerge of socialist punk bernie sanders being cuffed and arrested,1,1,0.9774456014103242,1,0.9986895,1,0.9998211,True
 watch trump gets humiliated by new york lawmaker for false  claims,1,1,0.9587477638173513,1,0.95053613,1,0.997767,True
illegal alien gets fullride to prestigious harvard medical school,1,1,0.9266126417125425,0,0.32531253,1,0.9992329,False
violence again convulses  election campaign testing trump clinton,0,0,0.12796126935121582,0,0.060903385,0,0.023863927,True
ctbto looking at unusual seismic activity in north korea,0,0,0.07719229100823444,0,0.03437135,0,0.016997185,True
 watch donald trump is considering gutting medicare and giving it to wall street,1,1,0.898416577019208,1,0.9964534,1,0.9997123,True
china accuses australia of paranoia over foreign influence laws,0,0,0.10150322260743563,0,0.018899761,0,0.00038098873,True
gold traders trial strains usturkey relations,0,0,0.16486644512950757,0,0.10529235,0,0.0008864322,True
 christian charity president embezzled the entire fund to finance sex addiction,1,1,0.7967352006244688,1,0.7381235,1,0.9991177,True
iraq top shiite cleric sistani asks government to protect kurds,0,0,0.11881303899615336,0,0.05645328,0,0.00059461396,True
 elijah cummings just asked  questions the white house is scared to death of answering,1,1,0.7187715261433967,1,0.8455985,1,0.99979264,True
senate postpones planned healthcare vote until after july  recess cnn,0,0,0.11049879585630955,0,0.018705148,0,0.0012539643,True
 advisers are now warning donald trump about impeachment,1,1,0.8425969275324054,0,0.41347983,1,0.9977514,False
 ninetyyearold senator finds love again this time with a man,1,1,0.6094145640578744,0,0.21128866,1,0.8248828,False
 bernie sanders campaign is what new york is all about,1,1,0.6311444800606424,1,0.6204115,1,0.78669375,True
mexico expresses ire over us migration policy vows more dialogue,0,0,0.05208010155473504,0,0.032186005,0,0.0010327554,True
uk must produce credible border plan to unlock brexit talks irish pm,0,0,0.014482776108639255,0,0.0008618174,0,0.0001946041,True
no word tuesday on supreme court nomination white house,0,0,0.0856491067917508,0,0.019654594,0,0.0016546715,True
 breitbart racist is attacking neil degrasse tyson he is stupid and his politics are dumb,1,1,0.8632025728719622,1,0.9966959,1,0.9997845,True
us not coordinating syria military operations with russia white house,0,0,0.03326688825022574,0,0.05732388,0,0.02042824,True
were not electing a husband toughtalking trump wins over some skeptical women,0,0,0.4745488454781409,1,0.5866857,0,0.060972728,False
 what donald trump did on the golf course is pssing off his white male base video,1,1,0.9883958888586856,1,0.9974456,1,0.999723,True
nato ships hold missile defense drill near scotland pentagon says,0,0,0.01645526824960522,0,0.0053987904,0,0.00044409768,True
  million badss birders just declared war on oregon terrorists,1,1,0.9612366034952193,1,0.93075734,1,0.99972767,True
judge rejects bid by  states to revive obamacare subsidies,0,0,0.0702657230669228,0,0.026177399,0,0.0014756197,True
students hands tied high school in hot water for slave reenactment tradition,1,1,0.8190813233610477,1,0.7808448,1,0.99002725,True
labor dept throws football tailgate party bans this teams football jersey,1,0,0.4106613175086596,0,0.173411,1,0.99626344,False
al gore climate change is principal cause of syrian war,1,0,0.48769178505136646,0,0.06260071,0,0.016400963,True
 racist trump supporters lose their sht over state farm ad featuring interracial couple,1,1,0.8957794242448872,1,0.9849102,1,0.99592847,True
republican trump backed iraq war in  interview says views changed,0,0,0.11896165852717251,0,0.022012936,0,0.0015048119,True
 ga cop arrested charged with felony murder video,1,1,0.9366500391121746,1,0.97176516,1,0.6591161,True
 san francisco just told trump in no uncertain terms to go fck himself,1,1,0.7841026693022525,1,0.98408717,1,0.9994735,True
michigan elector receives violent death threats from angry democrats video,1,1,0.96711443289203,1,0.9927503,1,0.93692875,True
dutch tourist group cuts south africa visit short after armed bus robbery,0,0,0.06965351876766389,0,0.08235135,0,0.00042795864,True
green groups sue for access to us monument documents lawsuit,0,0,0.21361433393260235,0,0.14484188,0,0.22229995,True
lawyer for fbi informant knows of russian bribery and info that involves the clintons video,1,1,0.9011135721639716,1,0.99442935,1,0.9935276,True
partisan feud undercuts trumprussia probe us democrats charge,0,0,0.1270520207154542,0,0.024442706,0,0.0052876757,True
 scotusblog brilliantly trolls the trolls who attack them following supreme court rulings tweets,1,1,0.75995056865496,1,0.9772265,1,0.999629,True
colombias defense minister says drug policy must be longterm,0,0,0.01466729050932893,0,0.000696839,0,0.00025888067,True
wow catholic priest delivers message from bishop voting for hillary jeopardizes your spiritual wellbeing you should not receive holy communion video,1,1,0.9779232811004027,1,0.999788,1,0.99985456,True
 new poll embarrasses the hell out of trump  he lost to more than hillary,1,1,0.9111729938737999,1,0.9902469,1,0.9995852,True
watch wild bill is madder than youve ever seen him over glenn becks racist tea party comment,1,1,0.8873807362129372,1,0.999592,1,0.9998419,True
trump offers national security adviser post to michael flynn senior trump official,0,0,0.19896847894500994,1,0.5285436,0,0.003402661,False
 watch the simpsons brutally parodies trumps first  days,1,1,0.9695391189104978,1,0.73269033,1,0.99920577,True
 nyt factchecked donald in realtime and it was glorious,1,1,0.6563982712710356,0,0.48617786,0,0.25187057,False
 report obama says its over for bernie time to unite behind hillary,1,1,0.8698847789367227,1,0.67772686,0,0.028731061,False
outgoing leaders protege set to win kyrgyz presidential election,0,0,0.094694346675344,0,0.038728476,0,0.00047289024,True
obamas day vacation in lavish digs how much will this cost the taxpayers,1,1,0.8728925322269021,1,0.8954306,1,0.995906,True
eu sounds alarm urges us to coordinate on russia sanctions,0,0,0.030438761377937718,0,0.002053511,0,0.00058870786,True
crybaby democrat congress to wear safety pins for security from republicanswaaaaaaaa,1,0,0.374857511532608,1,0.62694424,1,0.98122394,False
video youll be shocked at how little people understand about the iran deal,1,1,0.9723185407335703,1,0.9733157,1,0.99902403,True
trump faces challenges in separating from business legal experts,0,0,0.18110948411826183,0,0.09885123,0,0.0025254078,True
timeline zikas origin and global spread,0,0,0.2900385771850722,0,0.18034524,0,0.00581408,True
just in rand paul assaulted by democrat doctorheres what we know about the attacker,1,1,0.9470773220824867,1,0.9940784,1,0.99918383,True
us house ethics panel investigating allegations against rep conyers,0,0,0.10946508807901521,0,0.016275369,0,0.03248419,True
why obama calls islamic terror group isil while terror experts call them isis,1,1,0.7314289894579075,1,0.7991012,1,0.955923,True
watch how trump is brilliantly crushing hillarys phony woman card exposing bernies socialist agenda and embarrassing antitrump angerbabies,1,1,0.9748437745039109,1,0.99982685,1,0.99986255,True
